Recommendation_Date,Rank,StockID,StockName,Industry,AI_Score,Entry_Close,Status,Elapsed_Trading_Days,Target_Date,Exit_Close,Actual_Return_5D,Weight,Contribution_Return,Completed_Date
2026-09-09,7,8046,南電,ABF／IC載板,59.53,1110.0,已完成,5,2026-09-16,1105.0,-0.0045045045045044,0.1,-0.0004504504504504,2026-09-16
2026-09-09,8,3675,德微,功率元件,59.46,271.5,已完成,5,2026-09-16,295.5,0.0883977900552486,0.1,0.0088397790055248,2026-09-16
2026-09-09,9,6683,雍智科技,探針／測試介面,58.7,1370.0,已完成,5,2026-09-16,1595.0,0.1642335766423357,0.1,0.0164233576642335,2026-09-16
2026-09-09,10,2327,國巨,被動元件,58.4,565.0,已完成,5,2026-09-16,536.0,-0.0513274336283186,0.1,-0.0051327433628318,2026-09-16
2026-09-10,1,3008,大立光,FAU,64.29,6720.0,已完成,5,2026-09-17,6020.0,-0.1041666666666666,0.1,-0.0104166666666666,2026-09-17
2026-09-10,2,2327,國巨,被動元件,64.29,572.0,已完成,5,2026-09-17,529.0,-0.0751748251748252,0.1,-0.0075174825174825,2026-09-17
2026-09-10,3,6683,雍智科技,探針／測試介面,62.55,1290.0,已完成,5,2026-09-17,1575.0,0.2209302325581394,0.1,0.0220930232558139,2026-09-17
2026-09-10,4,7734,印能科技,探針／測試介面,61.76,2810.0,已完成,5,2026-09-17,2580.0,-0.0818505338078291,0.1,-0.0081850533807829,2026-09-17
2026-09-10,5,8039,台虹,CCL,61.4,275.0,已完成,5,2026-09-17,257.0,-0.0654545454545454,0.1,-0.0065454545454545,2026-09-17
2026-09-10,6,3406,玉晶光,FAU,61.2,1070.0,已完成,5,2026-09-17,965.0,-0.0981308411214952,0.1,-0.0098130841121495,2026-09-17
2026-09-10,7,8261,富鼎,功率元件,60.97,168.0,已完成,5,2026-09-17,169.0,0.0059523809523809,0.1,0.000595238095238,2026-09-17
2026-09-10,8,3675,德微,功率元件,59.61,269.0,已完成,5,2026-09-17,284.0,0.0557620817843866,0.1,0.0055762081784386,2026-09-17
2026-09-10,9,6640,均華,CoWoS,59.41,1210.0,已完成,5,2026-09-17,1120.0,-0.0743801652892561,0.1,-0.0074380165289256,2026-09-17
2026-09-10,10,3450,聯鈞,光通訊,59.38,523.0,已完成,5,2026-09-17,525.0,0.0038240917782026,0.1,0.0003824091778202,2026-09-17
2026-09-14,1,2492,華新科,被動元件,70.24,305.5,已完成,5,2026-09-21,308.5,0.0098199672667758,0.1,0.0009819967266775,2026-09-21
2026-09-14,2,6640,均華,CoWoS,65.07,1130.0,已完成,5,2026-09-21,1110.0,-0.0176991150442478,0.1,-0.0017699115044247,2026-09-21
2026-09-14,3,3008,大立光,FAU,64.89,5995.0,已完成,5,2026-09-21,6400.0,0.067556296914095,0.1,0.0067556296914095,2026-09-21
2026-09-14,4,7734,印能科技,探針／測試介面,64.88,2485.0,已完成,5,2026-09-21,2585.0,0.0402414486921529,0.1,0.0040241448692152,2026-09-21
2026-09-14,5,3406,玉晶光,FAU,64.71,954.0,已完成,5,2026-09-21,952.0,-0.0020964360587002,0.1,-0.00020964360587,2026-09-21
2026-09-14,6,2327,國巨,被動元件,64.59,545.0,已完成,5,2026-09-21,557.0,0.0220183486238532,0.1,0.0022018348623853,2026-09-21
2026-09-14,7,6510,精測,探針／測試介面,64.35,3375.0,已完成,5,2026-09-21,3485.0,0.0325925925925925,0.1,0.0032592592592592,2026-09-21
2026-09-14,8,7788,松川精密,HVDC設備,63.12,282.0,已完成,5,2026-09-21,291.0,0.0319148936170212,0.1,0.0031914893617021,2026-09-21
2026-09-14,9,2455,全新,CPO,60.34,535.0,已完成,5,2026-09-21,572.0,0.0691588785046728,0.1,0.0069158878504672,2026-09-21
2026-09-14,10,3026,禾伸堂,被動元件,60.23,731.0,已完成,5,2026-09-21,791.0,0.0820793433652531,0.1,0.0082079343365253,2026-09-21
2026-09-15,1,2492,華新科,被動元件,70.03,300.0,觀察中,4,,,,0.1,,
2026-09-15,2,3406,玉晶光,FAU,67.17,915.0,觀察中,4,,,,0.1,,
2026-09-15,3,2327,國巨,被動元件,63.17,537.0,觀察中,4,,,,0.1,,
2026-09-15,4,6223,旺矽,探針／測試介面,62.82,5440.0,觀察中,4,,,,0.1,,
2026-09-15,5,3167,大量,CoPoS,61.66,792.0,觀察中,4,,,,0.1,,
2026-09-15,6,1815,富喬,玻纖布,61.54,114.5,觀察中,4,,,,0.1,,
2026-09-15,7,3450,聯鈞,光通訊,61.17,492.5,觀察中,4,,,,0.1,,
2026-09-15,8,4979,華星光,光通訊,61.12,509.0,觀察中,4,,,,0.1,,
2026-09-15,9,3026,禾伸堂,被動元件,61.11,726.0,觀察中,4,,,,0.1,,
2026-09-15,10,8039,台虹,CCL,61.01,270.0,觀察中,4,,,,0.1,,
2026-09-16,1,2492,華新科,被動元件,63.58,307.5,觀察中,3,,,,0.1,,
2026-09-16,2,2327,國巨,被動元件,62.63,536.0,觀察中,3,,,,0.1,,
2026-09-16,3,4979,華星光,光通訊,60.82,547.0,觀察中,3,,,,0.1,,
2026-09-16,4,1303,南亞,CCL,60.8,224.0,觀察中,3,,,,0.1,,
2026-09-16,5,3406,玉晶光,FAU,60.23,1005.0,觀察中,3,,,,0.1,,
2026-09-16,6,7734,印能科技,探針／測試介面,59.16,2490.0,觀察中,3,,,,0.1,,
2026-09-16,7,3131,弘塑,CoWoS,58.75,2325.0,觀察中,3,,,,0.1,,
2026-09-16,8,6223,旺矽,探針／測試介面,58.67,5600.0,觀察中,3,,,,0.1,,
2026-09-16,9,2481,強茂,功率元件,58.66,168.5,觀察中,3,,,,0.1,,
2026-09-16,10,4977,眾達-KY,光通訊,56.94,176.5,觀察中,3,,,,0.1,,
2026-09-17,1,2492,華新科,被動元件,66.33,297.0,觀察中,2,,,,0.1,,
2026-09-17,2,2327,國巨,被動元件,65.42,529.0,觀察中,2,,,,0.1,,
2026-09-17,3,3624,光頡,被動元件,63.68,118.0,觀察中,2,,,,0.1,,
2026-09-17,4,4979,華星光,光通訊,62.03,556.0,觀察中,2,,,,0.1,,
2026-09-17,5,3363,上詮,FAU,60.07,655.0,觀察中,2,,,,0.1,,
2026-09-17,6,2383,台光電,CCL,59.94,4695.0,觀察中,2,,,,0.1,,
2026-09-17,7,3131,弘塑,CoWoS,58.78,2395.0,觀察中,2,,,,0.1,,
2026-09-17,8,3008,大立光,FAU,58.64,6020.0,觀察中,2,,,,0.1,,
2026-09-17,9,3406,玉晶光,FAU,58.07,965.0,觀察中,2,,,,0.1,,
2026-09-17,10,2351,順德,導線架,57.8,238.0,觀察中,2,,,,0.1,,
2026-09-21,1,2492,華新科,被動元件,62.27,308.5,觀察中,0,,,,0.1,,
2026-09-21,2,6223,旺矽,探針／測試介面,60.27,5495.0,觀察中,0,,,,0.1,,
2026-09-21,3,2327,國巨,被動元件,59.24,557.0,觀察中,0,,,,0.1,,
2026-09-21,4,4979,華星光,光通訊,57.22,618.0,觀察中,0,,,,0.1,,
2026-09-21,5,3131,弘塑,CoWoS,57.11,2465.0,觀察中,0,,,,0.1,,
2026-09-21,6,8039,台虹,CCL,56.58,265.0,觀察中,0,,,,0.1,,
2026-09-21,7,3406,玉晶光,FAU,56.57,952.0,觀察中,0,,,,0.1,,
2026-09-21,8,8261,富鼎,功率元件,56.41,173.5,觀察中,0,,,,0.1,,
2026-09-21,9,6442,光聖,光通訊,55.84,1525.0,觀察中,0,,,,0.1,,
2026-09-21,10,3605,宏致,連接元件,55.78,169.0,觀察中,0,,,,0.1,,
