date,Portfolio_Gross_Return,Portfolio_Net_Return,Target_Hit_Rate,Average_AI_Score,Stock_Count,Gross_Equity,Net_Equity,Running_Max,Drawdown
2023-12-07,0.04739545393199533,0.04139545393199533,0.6,0.5678168,5,2.343455841129488,1.0827206535766667,1.0827206535766667,0.0
2023-12-14,-0.034239705406601775,-0.040239705406601774,0.0,0.5537359,5,2.263216603495834,1.0391522934390982,1.0827206535766667,-0.04023970540660182
2023-12-21,0.022453440902223808,0.01645344090222381,0.8,0.5552279,5,2.31403360375136,1.0562499242876089,1.0827206535766667,-0.02444834611920832
2023-12-28,-0.028733055883257273,-0.03473305588325727,0.0,0.58858746,5,2.2475443468990366,1.019563136640641,1.0827206535766667,-0.058332236230454027
2024-01-05,-0.008511441491749872,-0.014511441491749872,0.2,0.5946461,5,2.228414504690292,1.0047678058361353,1.0827206535766667,-0.0719971928890627
2024-01-12,-0.004437828519927733,-0.010437828519927733,0.4,0.6111033,5,2.218525183247157,0.9942802117764737,1.0827206535766667,-0.08168352705569826
2024-01-19,0.00547571788400103,-0.0005242821159989689,0.2,0.5766574,5,2.23067320126917,0.9937589284431476,1.0827206535766667,-0.08216498395929028
2024-01-26,0.03675044561953067,0.03075044561953067,0.6,0.58779454,5,2.312651435447357,1.0243174583311616,1.0827206535766667,-0.053941148210829404
2024-02-02,0.10220464774808788,0.09620464774808787,1.0,0.57129675,5,2.5490151607713636,1.1228615585921276,1.1228615585921276,0.0
2024-02-20,0.05912374246675047,0.053123742466750466,0.8,0.59294355,5,2.6997224766806527,1.1825121668565899,1.1825121668565899,0.0
2024-02-27,0.034131050727252935,0.028131050727252926,0.8,0.6281703,5,2.791866841481745,1.2157774766080265,1.2157774766080265,0.0
2024-03-06,-0.048131490296749325,-0.05413149029674933,0.2,0.58205414,5,2.65749012969115,1.1499656299300127,1.2157774766080265,-0.05413149029674935
2024-03-13,0.07330700169053454,0.06730700169053454,0.6,0.60330546,5,2.8523027631209983,1.2273663685277687,1.2273663685277687,0.0
2024-03-20,0.0013879672155282963,-0.004612032784471702,0.6,0.5569332,5,2.856261665844971,1.2217057145975605,1.2273663685277687,-0.0046120327844718645
2024-03-27,0.005910841900114527,-8.915809988547241e-05,0.4,0.61342525,5,2.873144576977139,1.2215967896374278,1.2273663685277687,-0.004700779684277623
2024-04-03,0.002033371439480591,-0.00396662856051941,0.6,0.5982257,5,2.878986747101463,1.216751168922213,1.2273663685277687,-0.0086487619978447
2024-04-12,-0.06875443355959562,-0.07475443355959563,0.0,0.6519882,5,2.6810436440789194,1.125793624506457,1.2273663685277687,-0.0827566622532998
2024-04-19,0.04946114387549934,0.04346114387549933,0.6,0.672052,5,2.8136511294951996,1.174721903195252,1.2273663685277687,-0.042892217582647274
2024-04-26,0.058879207338318154,0.05287920733831815,1.0,0.67963743,5,2.9793166777264406,1.2368402662791775,1.2368402662791775,0.0
2024-05-06,0.0032820017316675274,-0.0027179982683324735,0.6,0.68259203,5,2.9890948002219244,1.2334785365772267,1.2368402662791775,-0.002717998268332633
2024-05-13,0.05184700902450827,0.04584700902450827,0.8,0.65397197,5,3.144070425304141,1.29002983817522,1.29002983817522,0.0
2024-05-20,0.11454249404934944,0.10854249404934943,1.0,0.65239966,5,3.504200093285276,1.4300528942088369,1.4300528942088369,0.0
2024-05-27,0.022242632872115344,0.016242632872115338,0.4,0.6008811,5,3.5821427294706525,1.4532807183571768,1.4532807183571768,0.0
2024-06-03,-0.023703716317391255,-0.029703716317391254,0.2,0.55435765,5,3.4972326344028746,1.4101128801695606,1.4532807183571768,-0.029703716317391216
2024-06-11,0.020832738560668584,0.014832738560668584,0.6,0.5595006,5,3.570089567561228,1.431028715862147,1.4532807183571768,-0.015311565215138767
2024-06-18,0.01700070195442318,0.01100070195442318,0.6,0.56866276,5,3.630783596249932,1.4467710362535675,1.4532807183571768,-0.004479301226103072
2024-06-25,-0.02776286551802354,-0.03376286551802354,0.0,0.5860997,5,3.5299826395421996,1.3979239003211668,1.4532807183571768,-0.03809093269921493
2024-07-02,0.11142231385830978,0.10542231385830977,1.0,0.6225812,5,3.923301473119655,1.5452962724908572,1.5452962724908572,0.0
2024-07-09,-0.01125163231425863,-0.017251632314258636,0.2,0.5987438,5,3.879157927486123,1.5186373893812506,1.5452962724908572,-0.017251632314258636
2024-07-16,-0.028082478478832364,-0.03408247847883236,0.4,0.58951247,5,3.770221558471502,1.4668784632405139,1.5452962724908572,-0.050746132406015554
2024-07-23,-0.012402659034267982,-0.018402659034267983,0.2,0.60575473,5,3.723460785998134,1.4398839990367878,1.5452962724908572,-0.06821492766830772
2024-08-01,-0.11853007141802988,-0.12453007141802988,0.2,0.6607937,5,3.2821187131115415,1.2605751418030582,1.5452962724908572,-0.18425018927202752
2024-08-08,0.11224076143399082,0.10624076143399082,1.0,0.84113187,5,3.650506216587931,1.394499604712976,1.5452962724908572,-0.09758430824065378
2024-08-15,0.04087272872338401,0.034872728723384004,0.6,0.8015083,5,3.799712366881557,1.443129611132998,1.5452962724908572,-0.06611461062620505
2024-08-22,0.0490624852859034,0.0430624852859034,0.4,0.76405716,5,3.986135698972349,1.5052743587780644,1.5452962724908572,-0.025899184787575802
2024-08-29,-0.06374800875393467,-0.06974800875393468,0.0,0.69003457,5,3.732027485539888,1.4002844696249384,1.5452962724908572,-0.09384077697422699
2024-09-05,0.06915721487055389,0.06315721487055388,0.6,0.6809517,5,3.990124112260183,1.4887225367529402,1.5452962724908572,-0.03661028421865409
2024-09-12,0.03025722353686684,0.02425722353686684,0.6,0.6334036,5,4.110854189464682,1.5248348121113275,1.5452962724908572,-0.013241124529827508
2024-09-20,0.04290475675638996,0.03690475675638996,1.0,0.6923659,5,4.2872293885246515,1.5811084699459719,1.5811084699459719,0.0
2024-09-27,-0.009874084303202291,-0.01587408430320229,0.4,0.63737535,5,4.244896924115193,1.5560098208015425,1.5811084699459719,-0.01587408430320214
2024-10-08,-0.024371656381477536,-0.030371656381477534,0.2,0.6383032,5,4.141441754905866,1.5087512251979536,1.5811084699459719,-0.045763618450852306
2024-10-16,0.07073712985194387,0.06473712985194387,0.8,0.5850254,5,4.434395458096905,1.606423449177873,1.606423449177873,0.0
2024-10-23,-0.06839793235165299,-0.074397932351653,0.2,0.57682353,5,4.131091977533515,1.4869088660778285,1.606423449177873,-0.07439793235165304
2024-10-30,0.08008853544039354,0.07408853544039354,0.8,0.60641176,5,4.461945083783734,1.597071766298871,1.606423449177873,-0.005821430758987001
2024-11-07,-0.038102528385207377,-0.04410252838520738,0.2,0.61704665,5,4.2919336945756275,1.5266368633924619,1.606423449177873,-0.04966721932890361
2024-11-14,0.027067055423162588,0.021067055423162586,0.6,0.64516723,5,4.408103701759245,1.558798606804594,1.606423449177873,-0.02964650596805729
2024-11-21,-0.04802009604237312,-0.05402009604237312,0.2,0.6781188,5,4.196426138636026,1.4745921563542925,1.606423449177873,-0.08206509491071512
2024-11-28,0.017652251604939505,0.011652251604939507,0.6,0.6857793,5,4.270502508676774,1.491774475174803,1.606423449177873,-0.07136908643965856
2024-12-05,-0.061551155128117305,-0.0675511551281173,0.0,0.64699125,5,4.007648146290196,1.3910033861861042,1.606423449177873,-0.13409917733833843
2024-12-12,-0.04565498627653639,-0.0516549862765364,0.0,0.66015655,5,3.82467902517013,1.3191511253620454,1.606423449177873,-0.17882727244976804
2024-12-19,0.07433783938582036,0.06833783938582036,0.8,0.58523303,5,4.108997400245543,1.409299063092661,1.606423449177873,-0.12271010248642433
2024-12-26,-0.00614461374546571,-0.01214461374546571,0.2,0.63600767,5,4.083749198339912,1.3921836703195538,1.606423449177873,-0.13336444943452597
2025-01-03,0.0196769581798506,0.013676958179850596,0.2,0.67664623,5,4.164104960532645,1.4112245081571853,1.606423449177873,-0.12151151125227022
2025-01-10,0.03689641577079339,0.030896415770793384,0.4,0.68577945,5,4.31774550846968,1.4548262873071431,1.606423449177873,-0.09436936565406429
2025-01-17,-0.0801997017714348,-0.08619970177143481,0.0,0.62375724,5,3.9714636063654596,1.3294206952120238,1.606423449177873,-0.17243445624975928
2025-02-04,0.04210280749536053,0.03610280749536053,0.8,0.7112235,5,4.138673374059095,1.3774165146516117,1.606423449177873,-0.14255701673395094
2025-02-11,0.04612017462296887,0.040120174622968865,0.8,0.634728,5,4.329549712778132,1.4326787057479957,1.606423449177873,-0.10815625451607758
